satellite_catalog_number,international_designator,epoch_year,epoch_day,mean_motion_derivative,mean_motion_derivative_2nd,bstar_drag_term,element_number,inclination,right_ascension,eccentricity,argument_of_perigee,mean_anomaly,mean_motion,revolution_number_at_epoch
12615,80021  M,81,211.43082558,.00393571,+00000-0,+09074-3,999,065.0271,122.5591,0034643,170.1309,190.0530,15.64674187,00164
12616,64.9824,30,.6469 006656,208.4442,51.3468,5.676525,0111,81068,81212.3,941479,.1175232,+00349-,+07555-4 0,999
12618,81069A,24,283.69544916,.00000149,00000-0,00000-0,999,8.0445,299.0486,0003102,204.5228,161.9998,1.00295633,4117
12619,51.6134,71,.4740 000170,221.3718,40.5208,6.509115,0032,81069,81212.1,919252,.0718883,+04920-,+04753-3 0,999
12621,81067  C,81,216.03754243,.06342792,+06780-7,+01056-2,999,082.3937,061.9454,0047642,234.9572,124.7226,15.88304424,00278
12622,82.3186,48,.8461 001327,273.3142,87.8631,6.394706,1308,81067,81232.6,811872,.0665949,+07438-,+03656-3 0,999
12624,81070A,24,281.27083175,.00000160,00000-0,47067-3,999,90.7363,42.1216,6229828,48.9294,350.1505,3.52744291,70335
12625,89.8993,57,.9915 002179,228.4754,31.6821,6.446793,8593,81070,93074.4,428177,.0003649,+00000-,+21397-2 0,999
12627,81071A,24,283.37765814,.00000522,00000-0,00000-0,999,68.1421,131.1407,6305765,7.2003,104.5654,1.98059911,23430
12628,89.9022,59,.5530 001956,061.9097,01.1160,6.450174,3431,81071,81237.8,493313,.2048825,+08274-,+08139-4 0,999
12630,81071  C,81,244.38166431,.12574713,+38540-4,+40981-3,999,062.8198,157.2209,0035532,123.2861,235.8644,16.40016193,00448
12631,64.9896,77,.4298 001420,285.0521,75.1089,6.206889,6775,81072,81216.7,026563,.4464760,+01451-,+03492-4 0,999
12633,81069  D,81,360.77925289,.00021638,+00000-0,+06821-3,999,046.8250,241.6482,7329389,039.0318,355.6792,02.23905849,00332
12634,46.8125,48,.2584 733188,032.6519,56.4422,2.248300,0274,81073A,24283.8,049978,.0000019,00000-,00000-0 0,999
12636,81074A,24,283.75287523,.00000007,00000-0,16176-3,999,74.0312,292.8294,0030894,207.0694,152.8744,12.44341249,96186
12637,74.0343,00,.9936 001708,113.9675,03.8782,2.466990,6495,81074C,24283.6,942648,.0000001,00000-,17840-3 0,999
12639,81074D,24,283.84588662,.00000004,00000-0,12688-3,999,74.0338,322.2555,0014645,26.0843,147.1990,12.52819741,97464
12640,74.0363,38,.8345 000375,103.1589,8.0508,2.508728,7154,81074F,24283.8,457855,.0000000,00000-,13565-3 0,999
12642,81074G,24,284.15826163,.00000002,00000-0,11107-3,999,74.0340,169.2044,0036313,216.6191,298.8346,12.56703910,98104
12643,74.0301,87,.6238 004562,115.8095,50.4348,2.587558,8398,81074J,24283.7,562266,.0000009,00000-,93405-3 0,999
12645,81075A,24,283.83185457,.00000628,00000-0,29065-3,999,81.2138,96.7867,0063159,173.9037,186.2922,14.18748379,23278
12646,81.2275,60,.2890 006619,279.4805,90.7644,4.162239,2961,76077EA,24283.4,385653,.0000109,00000-,13568-1 0,999
12648,81053C,24,283.83669177,.00000992,00000-0,92058-3,999,82.9671,306.1919,0016131,108.4017,64.5600,13.81237200,17270
12649,82.9138,96,.0960 004912,86.0171,86.9434,3.803757,6635,81053E,24283.8,967583,.0000206,00000-,19421-2 0,999
12651,81053F,14,059.58680933,.08659896,12352+0,44343-1,999,082.8457,110.9175,0010740,297.7137,064.1998,15.87439203,67442
12652,82.9366,13,.5369 005252,330.9750,84.0824,4.000585,0989,81053H,24283.8,240090,.0000275,00000-,23078-2 0,999
12654,81053J,24,283.92294970,.00003670,00000-0,21664-2,999,82.9831,339.2597,0038158,263.0575,271.1147,14.07236167,20150
12655,82.9597,27,.8904 003295,352.7325,81.7418,3.766445,6873,81053L,24283.9,051771,.0000260,00000-,20420-2 0,999
12657,81053M,20,140.28864773,+.16592769,-12274-5,+21952-2,999,082.6758,279.3508,0019206,290.7257,069.1982,16.34965871,04368
12658,82.9689,77,.2787 003990,144.8545,26.6220,4.227319,0272,81053P,24283.6,940590,.0000401,00000-,33033-2 0,999
12660,81053Q,24,283.80022507,.00003885,00000-0,45023-2,999,82.8553,195.3449,0141189,41.4652,12.6653,13.64594021,13806
12661,82.8035,8,.0616 012232,113.7647,11.2202,3.708263,4563,81053S,24283.8,868816,.0000055,00000-,53376-3 0,999
12663,81053T,24,284.19624816,.00003296,00000-0,27930-2,999,82.9493,265.1603,0053051,114.7687,257.6486,13.86575899,17416
12664,82.8959,9,.4816 007975,189.3536,44.7987,3.736038,5801,81053V,24284.0,539244,.0000138,00000-,12496-2 0,999
12666,81053W,24,283.86329461,.00001215,00000-0,12620-2,999,82.8717,320.4634,0070260,163.1745,10.2630,13.73724538,15857
12667,82.8353,26,.8852 003566,4.9283,8.9850,3.825519,6946,81053Y,24283.7,123137,.0000270,00000-,17345-2 0,999
12669,81053Z,24,284.05978937,.00006974,00000-0,45460-2,999,82.9970,285.6782,0076899,155.2155,269.4136,14.00780766,17871
12670,82.9387,04,.7686 005524,359.5388,61.8332,3.803106,6910,81053AB,24284.0,405958,.0000683,00000-,39759-2 0,999
12672,81053AC,24,283.71489238,.00001664,00000-0,15017-2,999,82.9397,272.8756,0027002,197.9403,335.7781,13.83152721,17329
12673,82.8500,71,.5866 003881,227.4746,44.0377,4.080026,8845,81053AE,24283.7,244407,.0000226,00000-,23135-2 0,999
12675,81053AF,24,283.68365069,.00002501,00000-0,23654-2,999,82.9401,2.9431,0065510,216.0179,264.3331,13.79793223,16362
12676,82.9452,25,.1439 004694,50.6336,3.1220,3.858727,7546,81076A,24283.4,707303,.0000028,00000-,00000-0 0,999
12678,81076  B,81,235.27723903,.06781961,+07287-5,+02792-4,999,030.3210,204.4406,0074595,329.1795,035.3707,16.32662392,00199
12679,90.7626,43,.1883 622002,60.4582,47.1337,3.527675,5356,81071D,24283.5,412606,.0000027,00000-,00000-0 0,999
12681,81077A,24,283.82574333,.00000217,00000-0,20497-3,999,82.9199,219.3328,0043479,192.5689,225.7399,13.76556708,16758
12682,82.9200,77,.5644 003518,51.0104,09.4179,3.787891,7072,81068,81289.5,485446,.0932155,-10323-,+35728-3 0,999
12684,81068  D,81,238.30187358,.04095519,+08697-6,+09609-3,999,082.3054,121.2426,0020443,163.0352,195.4764,16.11136055,00440
12685,82.2727,36,.4206 001429,329.6096,30.4337,5.737047,0226,81068,81245.1,345773,.0439138,-10105-,+17439-2 0,999
12687,81078  A,81,255.97201799,.02541376,+25398-4,+18354-3,999,067.1198,090.8186,0079093,069.3662,292.0239,16.27464576,00488
12688,67.1363,83,.3357 007431,070.8833,89.8142,6.270681,0048,81053 A,92071.1,331726,.0000091,+00000-,+42139-3 0,999
12690,81053AJ,24,283.82615677,.00005396,00000-0,46909-2,999,82.9508,77.8944,0091850,60.2939,83.3223,13.83937899,15892
12691,82.8309,94,.9514 002528,100.5152,60.3558,6.276441,4520,81053AL,24283.7,428149,.0000747,00000-,27984-2 0,999
12693,81053AM,24,284.12241896,.00008741,00000-0,41809-2,999,83.1463,53.8874,0048288,109.0628,63.5438,14.18373863,90097
12694,83.0849,77,.1862 011511,128.2107,00.0623,3.616363,3919,81053AP,24283.9,456362,.0000386,00000-,40400-2 0,999
12696,81053AQ,24,284.11616451,.00001827,00000-0,25473-2,999,83.0740,338.3683,0150514,75.7034,313.3178,13.52580438,12473
12697,82.7765,30,.0359 008439,103.0365,69.1891,3.804872,6184,81053AS,24283.7,126387,.0001221,00000-,50185-2 0,999
12699,81053AT,24,283.87925549,.00004335,00000-0,38896-2,999,82.9472,67.9267,0084493,5.5297,121.1479,13.82383427,15990
12700,82.7819,2,.7639 004808,142.0110,18.4472,4.084462,0044,81053AV,24284.0,880212,.0000354,00000-,27839-2 0,999
12702,81053AW,02,001.03693523,+.99999999,-16220-5,+16594-1,999,082.8918,325.4807,0015609,174.7259,185.4210,16.43104161,08090
12703,82.9680,19,.2698 001415,2.3546,57.7693,4.090645,0031,81053AY,24283.8,705087,.0000189,00000-,20754-2 0,999
12705,81053AZ,24,283.73201172,.00005358,00000-0,34644-2,999,82.8907,347.9795,0029181,201.3583,280.2258,14.02433964,18767
12706,82.8838,44,.3930 010464,324.5687,46.5797,3.792435,5416,81053BB,24283.5,673414,.0000113,00000-,14426-2 0,999
12708,81053BC,24,283.83596941,.00036577,00000-0,90678-2,999,82.8690,214.9815,0028683,9.4782,350.6951,14.51452244,22390
12709,82.9760,6,.5632 012274,246.5979,54.8460,3.626736,3906,81053BE,24283.7,297701,.0000387,00000-,40871-2 0,999
12711,81053BF,24,283.51565714,.00001431,00000-0,14792-2,999,82.9593,113.8335,0064289,56.8761,335.5507,13.74320797,15897
12712,82.9849,60,.3045 006936,53.6757,65.3946,3.871324,6605,81053BH,24283.7,394469,.0001003,00000-,41909-2 0,999
12714,81053BJ,24,283.84706777,.00001867,00000-0,23873-2,999,82.9735,59.4657,0127144,66.8879,294.5610,13.59173677,13328
12715,83.1102,27,.1955 006293,327.3803,85.7396,4.297560,2737,81079,81242.5,797012,.0072550,+21405-,+46890-3 0,999
12717,81079  B,81,236.90403416,.13106526,+05970-6,+00700-4,999,072.8383,097.2258,0032904,063.6720,296.7822,16.39594841,00107
12718,72.8765,13,.1562 008962,085.3108,78.2907,6.096855,0005,81053BL,24283.8,375618,.0000296,00000-,22566-2 0,999
12720,81053BM,24,283.89174271,.00004056,00000-0,33793-2,999,83.2517,153.0348,0110578,135.7063,237.6236,13.85467794,2436
12721,82.9147,50,.3999 003976,127.0385,34.0162,5.871542,3110,81053BP,24284.1,315689,.0000345,00000-,28386-2 0,999
12723,81053BQ,24,283.67839410,.00029158,00000-0,70662-2,999,82.9455,7.3890,0005157,346.4508,13.6552,14.52809888,22151
12724,82.9425,18,.1485 002009,247.1390,39.3297,4.057282,9143,81053BS,24283.8,359762,.0000452,00000-,39901-2 0,999
12726,81053BT,24,284.20270463,.00006376,00000-0,41390-2,999,82.9462,78.8078,0042860,118.9076,54.6278,14.01989748,18891
12727,83.2835,02,.7043 009154,86.8440,35.8902,3.915485,7258,81053BV,24283.7,330271,.0000163,00000-,16151-2 0,999
12729,81053BW,24,283.87844674,.00002220,00000-0,28152-2,999,83.0485,176.9374,0131605,11.0746,107.4548,13.59535525,99600
12730,82.9401,55,.2030 001249,175.4433,60.3058,4.284998,0895,81053BY,24283.6,940737,.0000124,00000-,11747-2 0,999
12732,81053BZ,24,284.15223597,.00001695,00000-0,13267-2,999,82.9906,169.0753,0053390,62.9895,88.8451,13.90871335,59175
12733,82.8601,57,.4603 002133,356.1941,3.9080,4.306125,0796,81053 C,91308.1,218606,.4938982,+14137-,+32562-1 0,999
12735,81053CC,24,283.87272830,.00001261,00000-0,13767-2,999,83.1413,144.1095,0097701,275.9701,94.6227,13.69864997,15003
12736,83.0336,79,.3316 012912,134.2346,81.4050,3.570176,3192,81053CE,24283.7,020642,.0000349,00000-,35748-2 0,999
12738,81053 CF,89,254.03128656,.07612423,+00000-0,+29652-1,999,082.6644,091.7919,0013637,301.9618,059.5116,15.86884950,42848
12739,82.9373,64,.5830 001030,264.6338,95.3677,4.363987,1694,81053CH,24283.6,750058,.0001536,00000-,56963-2 0,999
12741,81053CJ,24,284.11747715,.00005480,00000-0,44322-2,999,82.9477,237.8440,0066885,29.7297,343.1149,13.88979990,17567
12742,82.9528,8,.6345 004711,205.2101,74.5417,3.736922,6432,81053CL,24284.0,273406,.0000153,00000-,14498-2 0,999
12744,81053CM,24,283.32392529,.00023633,00000-0,10098-1,999,82.9319,240.6362,0020060,182.5194,177.5892,14.24733432,20215
12745,83.1387,25,.1111 004142,264.0835,06.9903,3.900346,7374,81053CP,24283.4,809045,.0001320,00000-,57971-2 0,999
12747,81053CQ,24,283.85471480,.00003071,00000-0,37506-2,999,83.0692,200.8157,0128656,309.3624,115.0644,13.62098018,13521
12748,82.9834,07,.7314 004390,231.2502,40.1649,3.744467,6182,81053CS,24283.7,064453,.0000148,00000-,15058-2 0,999
12750,81053CT,01,200.38878892,+.41226631,-12685-5,+16853-1,999,082.8403,336.2467,0018007,269.9791,089.9436,16.22924783,03930
12751,82.9388,77,.7438 002686,231.3673,52.2880,3.808249,7110,81053CV,24284.0,732440,.0000325,00000-,37303-2 0,999
12753,81053CW,24,283.85456862,.00004014,00000-0,39525-2,999,82.8053,228.3766,0092943,312.1880,114.8226,13.76620459,15636
12754,82.8827,50,.9784 002510,230.0198,30.6214,5.608577,8045,81053CY,24208.3,705054,.1634111,-13654-,11828-1 0,999
12756,81053CZ,24,284.08857719,.00062703,00000-0,80068-2,999,82.9761,139.7712,0014240,346.0975,138.7201,14.81040703,24372
12757,82.9486,16,.3758 005710,330.4846,89.3494,3.823640,6861,81053DB,24283.7,861503,.0000220,00000-,20397-2 0,999
12759,81053DC,24,283.78979022,.00004008,00000-0,25390-2,999,82.8642,178.6647,0043796,253.3339,175.9049,14.03272604,19588
12760,82.9308,51,.0126 001631,162.4011,97.7852,6.281936,1835,81053 D,90074.2,764113,.0406528,+95882-,+17468-1 0,999
12762,81053 DF,81,307.97540791,.26464358,+07655-7,+00674-2,999,082.8251,029.0925,0061176,297.8075,061.6739,15.86495304,01411
12763,82.8787,48,.5156 001400,251.3360,20.5315,6.153801,7960,81053DH,15044.5,204466,.2093065,-18221-,71692-2 0,999
12765,81053 DJ,88,102.47407354,.10145323,+00000-0,+1373700,999,083.1978,041.4462,0050903,180.0491,187.7384,15.56090045,34659
12766,82.9497,10,.2020 009728,181.7156,33.5843,3.692885,4759,81053DL,24283.8,406174,.0000510,00000-,28717-2 0,999
12768,81053DM,24,283.96502514,.00003004,00000-0,25503-2,999,82.9335,206.4318,0052262,61.3594,55.3321,13.86470531,17454
12769,82.8193,46,.6409 006915,279.6230,55.5211,3.732669,5748,81053DP,11307.3,826146,.1305692,00000-,78617-2 0,999
12771,81053DQ,24,283.84243338,.00005755,00000-0,62882-2,999,82.8690,222.5977,0158330,45.0448,7.3205,13.67096343,13591
12772,82.9269,31,.3946 004081,291.3475,68.3348,4.146514,9179,81053DS,24283.5,244825,.0003650,00000-,10298-1 0,999
12774,81053 DT,91,280.24868713,.11503185,-11000-5,+27584-1,999,082.5919,204.1579,0017644,092.2059,269.6041,15.96188731,53104
12775,83.3329,23,.0439 014644,288.8348,25.7330,3.613992,2822,81080,81275.5,087129,.0191269,+32091-,+41079-3 0,999
12777,81080  B,81,236.32275956,.40825251,+03131-5,+08623-4,999,064.8859,149.7286,0022986,059.6924,301.1901,16.51628685,00047
12778,26.3150,90,.6276 037728,354.2834,06.9249,5.663065,1792,81053DV,23242.3,713494,.2591363,-12389-,50531-2 0,999
12780,81053DW,24,283.83480118,.00003160,00000-0,25338-2,999,82.9500,182.5330,0023214,100.4935,336.2535,13.90273662,17957
12781,83.1742,29,.3655 007069,328.0432,56.9399,3.832300,6378,81053DY,24283.8,595692,.0000200,00000-,20939-2 0,999
12783,81081A,24,283.60054798,.00000078,00000-0,14496-3,999,65.1157,233.4024,0032574,8.4449,351.7154,13.85479128,18199
12785,82.4921,96,.8143 000229,122.4843,37.6624,5.385558,5779,81082B,24283.8,242443,.0000198,00000-,22214-3 0,999
12787,81012C,24,283.97033114,.00025236,00000-0,16868-2,999,28.0032,175.9763,5767079,329.7273,6.9476,4.44704626,51590
12788,82.3137,44,.1400 000701,351.2262,08.8427,6.016828,0214,81083,81243.1,018146,.1907704,-10447-,+44555-3 0,999
12790,81083  C,81,240.23590841,-.00303470,+00355-5,+07818-4,999,082.3329,158.6268,0049511,086.6860,274.7068,16.15687561,00012
12791,74.0254,79,.6785 001926,226.1334,33.8228,4.346853,5444,81084B,24283.9,179288,.0000127,00000-,42413-3 0,999
12793,81084C,24,283.82991415,.00011495,00000-0,18990-2,999,74.0265,307.9744,0001900,11.9382,348.1833,14.70449577,27790
12794,72.8477,66,.8993 000348,278.5257,82.8371,6.494332,0294,81079,81242.8,736785,.0204054,+82694-,+46890-3 0,999
12796,81079  F,81,242.89736785,.01649591,+85567-5,+46890-3,999,072.8528,081.9604,0004551,045.8270,333.8963,16.27473952,00201
12797,72.8527,81,.1430 010875,335.0182,24.5842,6.002641,0000,81085,81285.4,810202,.1313599,+71455-,+28978-3 0,999
12801,81086  A,81,261.22698118,.00008691,+00000-0,+10363-3,999,070.4042,108.7771,0040339,186.7825,173.2779,15.60258364,00215
12802,70.3818,24,.1042 002680,050.7000,10.0416,6.406591,0123,81087A,24284.1,851854,.0000024,00000-,18969-3 0,999
12804,81087B,24,283.82919860,.00000423,00000-0,32986-3,999,82.9258,112.5390,0043790,70.4967,301.0338,13.89627420,18409
12806,70.4023,44,.4751 006059,057.7783,06.9513,6.188612,0011,81081B,81250.5,518676,.1891449,+31414-,+21142-2 0,999
12808,81081C,24,283.76272984,-.00000049,00000-0,33065-4,999,65.1186,4.5030,0030563,315.8442,178.9440,13.88638959,18691
12809,64.9753,32,.1571 001122,252.5463,07.7333,6.520102,0543,81076,90327.2,736910,.6604863,+36060-,+11161-2 0,999
,,,,,,,,81083,81266.9,825829,.0757840,-10285-,+20872-3 0,999
12812,81083  E,81,259.92482531,.06351629,-10496-4,+15047-2,999,082.4015,135.9308,0010115,274.5225,084.9688,16.29554683,00329
12813,82.1219,43,.3185 007535,340.5013,18.0156,6.008964,0223,79077E,24281.2,065416,.0000739,00000-,36278-1 0,999
12815,77068E,24,160.94635836,-.00000553,00000-0,00000+0,999,68.9809,322.0106,5714684,340.6315,359.4713,2.01211415,13692
12816,66.0752,79,.2507 616176,064.2129,49.3076,2.119627,9991,80057E,24279.4,545803,.0000017,00000-,00000-0 0,999
12818,81088A,24,283.28550805,.00000361,00000-0,12250-2,999,62.8215,332.3844,4880132,254.0801,48.6943,5.46175508,85911
12819,62.7507,37,.9064 002472,115.7091,44.6359,6.503114,0385,81088,81275.9,325738,.0847848,+38463-,+64031-3 0,999
12821,81088  D,82,011.28001068,.02325432,+39468-4,+13639-3,999,062.7947,332.7663,0024719,132.1564,230.2803,16.39011601,01915
12822,62.8300,65,.7243 029370,121.9376,41.0669,5.454526,0024,78026 E,93156.5,781589,.0002893,+00000-,+18169-1 0,999
12824,78026EV,03,033.55862213,+.07251427,+27409-0,+18661-1,999,098.9048,245.0270,0011433,340.0974,019.9476,16.06131120,14032
12825,99.4431,36,.6958 006070,7.1199,46.7100,3.945436,1927,78026EX,11364.0,197521,.9999999,38108-,16484-1 0,999
12827,81088F,24,283.35052780,.00000047,00000-0,73855-3,999,63.0272,338.1613,4738804,226.9923,82.1807,5.48825302,86336
12828,64.9384,41,.0233 001883,280.2483,79.6541,5.582542,4663,81089,81258.2,053195,.9044577,+37247-,+27910-3 0,999
12830,81090  A,81,271.25414600,.00008440,+00000-0,+96114-4,999,072.8641,140.9401,0045522,182.5993,177.5139,15.60893090,00200
12831,72.8541,51,.0975 002055,063.0254,97.2584,6.536319,0129,81090,81260.1,104563,.2083217,+82956-,+84569-4 0,999
12833,79058E,99,259.61443205,+.00000673,+00000-0,+10000-1,999,065.5589,143.6094,6926485,158.4276,261.4784,02.00448581,19015
12834,65.7272,56,.3688 653327,29.9799,55.2532,2.003034,2894,81091A,24283.5,466123,.0000019,00000-,18452-3 0,999
12836,81091B,24,283.88216083,.00000377,00000-0,36851-3,999,82.9163,247.5360,0021315,284.7651,132.0448,13.76694206,54627
12837,82.3079,51,.0145 002110,049.2233,11.0661,6.244958,0206,81092,81264.7,325138,.1546714,-62713-,+24257-3 0,999
12839,81086  E,81,281.77136291,.07522003,+32931-5,+50445-2,999,070.3848,051.4724,0005058,207.3573,152.9018,16.16648614,00539
12840,70.3774,09,.6397 000610,116.9402,57.1335,6.379151,0774,81086,82037.7,278086,.1935182,+16790-,+15298-3 0,999
12842,81093  A,81,268.67121850,.83971438,+43358-4,+39706-1,999,059.3631,252.1781,0123690,155.3953,215.8716,16.05385139,00084
12843,59.3741,35,.4325 002782,196.1262,63.9353,6.440286,5596,81093,81325.8,000178,.0818966,+03768-,+00447-3 0,999
12845,81093  D,82,229.42116724,.16050012,+47554-4,+41316-3,999,059.3860,149.4143,0034105,125.3102,235.1165,16.41534017,04877
12846,59.3892,07,.1227 002193,012.0249,48.1623,6.470192,8327,81093,81328.9,347293,.1451516,+06111-,+05330-3 0,999
12848,81094A,24,284.13969309,.00017433,00000-0,90339-3,999,82.4728,123.0640,0514217,335.9678,21.8256,14.44737091,17095
12849,82.4865,72,.3801 088255,57.5810,10.7615,3.552733,0277,81069F,24283.9,701095,.0000009,00000-,00000+0 0,999
12851,81061F,24,283.66156581,-.00000014,00000-0,00000-0,999,7.4681,296.4943,0000972,78.0833,107.9807,1.01011779,4150
12852,66.7058,63,.8912 010532,004.4492,55.7459,3.888506,3951,81095,83260.3,699246,.1709230,+30741-,+13239-3 0,999
12854,70103G,24,282.45144008,-.00000139,00000-0,00000-0,999,50.4221,69.2060,0420787,148.1804,214.5264,13.64471563,11809
12855,11.2450,25,.5794 000885,220.9531,34.5427,1.001565,1244,66024F,88198.5,161747,.0250909,+00000-,+41698-1 0,999
12857,77012H,24,283.80509429,.00000881,00000-0,27399-2,999,66.2958,158.8846,1692373,46.3702,326.5685,10.78248955,70533
12858,89.5133,17,.1546 001996,79.0862,41.8116,3.490235,0862,77121AN,24283.7,007294,.0000054,00000-,74614-3 0,999
12861,77121AP,24,283.63525395,.00000726,00000-0,14147-2,999,65.7719,245.3745,0110031,280.4039,254.8421,13.40114243,18843
12862,66.2085,51,.3763 014751,206.0859,34.1120,4.104784,6388,77121AR,24283.8,711542,.0000262,00000-,31560-2 0,999
12864,77121AS,24,283.34969153,.00006026,00000-0,45624-2,999,65.8339,2.3261,0103822,294.0571,139.9416,13.92101304,23259
12865,65.7704,53,.8858 007010,333.4776,01.7491,3.737256,1257,77121AU,24283.5,294765,.0000036,00000-,57896-3 0,999
12867,77121AV,24,283.66568980,.00000587,00000-0,12526-2,999,65.9513,4.9424,0076999,124.0505,0.4554,13.36671097,20407
12868,65.7635,83,.5944 005502,14.1490,44.7060,3.733954,2743,77121AX,24283.2,596696,.0000400,00000-,40597-2 0,999
12870,77121AY,24,283.39128507,.00005782,00000-0,46739-2,999,65.7245,267.3315,0121609,323.8109,188.0728,13.87542355,34394
12871,82.9010,24,.2277 001445,268.1153,91.9042,6.512307,0016,81097,83047.4,362544,.1391059,-10772-,+33633-3 0,999
12873,81090  D,81,287.82296066,.02261670,+19935-5,+15520-2,999,072.8657,100.4254,0021462,179.2793,202.5433,16.15830096,00461
12874,27.5470,42,.2859 722753,219.6389,55.1824,2.374347,0149,81090,81272.6,397912,.0117385,+00000-,+87210-2 0,999
12876,81090  F,81,298.85157720,.02317844,+89804-6,+37601-2,999,072.8514,073.3910,0007007,107.6338,252.7514,16.03181090,00635
12877,72.8511,83,.1393 001098,257.3287,05.6056,6.436217,2238,81090,81296.0,031997,.2335408,+20524-,+16615-1 0,999
12879,81098A,24,283.87705558,.00000045,00000-0,25542-3,999,82.5978,243.9259,0007595,17.8945,40.8612,12.42377791,49314
