satellite_catalog_number,international_designator,epoch_year,epoch_day,mean_motion_derivative,mean_motion_derivative_2nd,bstar_drag_term,element_number,inclination,right_ascension,eccentricity,argument_of_perigee,mean_anomaly,mean_motion,revolution_number_at_epoch
12300,72.8195,97,.2481 003474,064.1160,96.4047,6.395632,0123,81015,81071.2,517773,.0029552,+00000-,+23766-4 0,999
12302,81015  B,81,052.75269657,.18485614,+33383-4,+16332-3,999,064.9031,306.4167,0017636,056.9701,303.3181,16.48333994,00055
12303,68.1007,38,.7879 637463,356.7832,0.4802,2.025114,2270,81016,81072.3,284077,.2567405,+39136-,+25596-3 0,999
12305,81016  C,81,055.89423191,.13426660,+37414-4,+25524-3,999,062.8435,228.1553,0106908,117.8064,243.3982,16.27066541,00086
12306,62.8414,01,.8541 015593,122.2296,39.4376,5.974578,0035,81017,91191.9,175047,.1950247,+17290-,+53672-3 0,999
12308,81017  B,91,146.74314642,.26530149,-20499-4,+63175-3,999,031.2926,357.4422,0005096,290.4997,069.7302,16.46294017,11795
12309,9.8970,15,.4396 000184,136.0394,23.9257,1.002839,6127,81017,81223.7,977186,.0007004,+00000-,+09690-3 0,999
12311,81016E,24,283.62296012,.00000496,00000-0,00000+0,999,70.0336,59.5864,5698697,336.2930,5.3886,2.04668088,32619
12312,72.8066,03,.6014 000493,276.9659,83.1030,6.383697,0729,81014,81062.0,770191,.0550258,+00000-,+52963-1 0,999
12314,81014  E,81,073.87964151,.20715524,+81817-5,+85800-3,999,072.8175,245.4122,0006859,242.8205,117.2626,16.27457977,00462
12315,96.2650,51,.6168 008609,139.2540,21.5241,6.302032,1807,81014,81203.3,853318,.0672177,+09488-,+00031-4 0,999
12317,81020  A,81,093.78196043,.01817236,+24297-4,+65137-4,999,067.1272,275.7397,0110693,077.6431,283.7129,16.18309136,00470
12318,67.1207,04,.7217 004769,066.0848,94.5339,6.445448,0047,81021A,24284.1,342841,.0000003,00000-,10892-3 0,999
12320,81022A,24,283.80694664,.00000006,00000-0,13086-3,999,74.0270,101.1360,0052764,276.4641,94.9343,12.58266406,250
12321,74.0305,72,.4661 004433,6.3654,63.0133,2.564746,9962,81022C,24283.6,392931,.0000001,00000-,21002-3 0,999
12323,81022D,24,284.13988774,.00000015,00000-0,21188-3,999,74.0288,233.0590,0018617,249.9545,122.4053,12.45827203,98298
12324,74.0281,06,.1893 002588,164.7580,09.1195,2.531136,9424,81022F,24283.6,995647,.0000002,00000-,22917-3 0,999
12326,81022G,24,283.88336420,.00000013,00000-0,19116-3,999,74.0271,85.1509,0012812,0.5280,110.4429,12.49586475,98873
12327,74.0288,53,.8747 000658,141.5299,84.1998,2.478434,8590,81022J,24283.9,542632,.0000000,00000-,90133-4 0,999
12329,78014C,24,284.07374936,.00001475,00000-0,18099-2,999,65.2651,288.1739,1884132,350.8973,6.1793,10.80024816,83652
12330,65.3640,94,.6249 189632,159.2613,09.7151,0.781146,1559,78014E,24284.1,041780,.0000231,00000-,26837-2 0,999
12332,76067AY,24,283.82807213,-.00000010,00000-0,15034-3,999,66.0566,292.4053,0723973,348.8835,184.5791,12.32346411,1696
12333,65.9352,22,.6517 073119,183.7198,51.0295,2.452037,9825,81023,81145.1,611613,.0003462,+00000-,+26735-3 0,999
12335,81023  B,81,073.19255353,.23743528,+56702-4,+23468-3,999,051.6104,097.4612,0006756,129.5086,230.6542,16.47033725,00023
12336,27.3553,61,.2301 682565,264.6849,20.6235,2.958694,0297,81024,81073.7,100388,.0000012,+00000-,+00000-0 0,999
12338,81024  B,81,074.56135844,.20405114,+31745-4,+26303-3,999,065.0801,097.7969,0082426,038.2732,322.5184,16.35963293,00014
12339,9.4192,09,.4126 001973,268.1845,63.0394,0.988303,1975,81025,81077.2,808547,.5208213,-41172-,+16466-3 0,999
12341,81026  A,81,088.27239940,.00024851,+00000-0,+26690-3,999,070.3654,315.1209,0048709,196.2086,163.7554,15.62189026,00187
12342,70.3434,23,.8583 003307,052.0387,10.2276,6.403016,0133,80030R,24284.2,609523,.0013273,00000-,12929-1 0,999
12344,80030  S,82,248.82315571,.02622584,+31779-5,+61277-2,999,065.9824,031.5802,0049319,097.4885,263.2578,15.94387344,11901
12345,66.0246,69,.4044 000536,163.4515,96.9505,6.306236,5622,80030,82115.2,930930,.0999902,+93842-,+60214-2 0,999
12347,80030V,96,294.36214495,+.07499872,+68324-5,+13492-2,999,065.9640,013.9498,0011742,261.7530,112.2341,16.31950478,85646
12348,65.2858,38,.2734 005217,085.0435,72.2792,5.907221,9408,80030,82348.7,007271,.0475336,+04318-,+04803-3 0,999
12350,81026  C,81,076.98374742,-.00002071,+14245-4,+00000-0,999,070.3041,346.1123,0135157,065.0500,296.4682,15.94638726,00010
12351,7.7822,95,.5293 008147,254.3903,26.8750,1.003794,1637,81027,81077.6,621223,.5056845,+57623-,+36075-3 0,999
12353,81027  C,81,078.95794163,.28097603,+57284-4,+16187-3,999,051.6285,245.3069,0008094,221.4735,139.8433,16.53011953,00029
12354,66.1036,14,.7558 035734,273.5577,82.4745,4.801787,0943,80030,81336.7,385307,.1350171,+01398-,+02483-2 0,999
12356,80030 AA,82,080.22304306,.48288692,+28973-4,+37382-3,999,066.3807,165.4483,0022005,103.4072,268.5005,16.51040256,10282
12357,66.1317,75,.7625 002173,086.2909,74.0829,5.599235,8485,80030 A,82287.5,693333,.0109107,+00000-,+50212-2 0,999
12359,80030 AD,81,226.42719856,.06418973,+07531-6,+00353-3,999,065.9836,009.5777,0058420,305.8057,053.7703,16.10383415,07040
12360,65.9676,67,.6084 001324,213.9172,54.9022,6.332325,5905,80030 A,81201.0,766332,.0208362,+00000-,+05699-3 0,999
12362,80030 AG,82,107.43525551,.05788297,+74201-5,+46599-2,999,066.0386,073.9102,0044796,182.3125,177.7773,16.11584397,10519
12363,19.9476,88,.4520 718382,46.1602,54.1633,2.220645,5374,81028,90076.7,773329,.1417862,+36524-,+83525-3 0,999
12365,81028  B,81,080.41583449,.02620657,+30645-4,+99999-5,999,065.0265,208.0741,0189508,066.9927,295.1116,16.24433720,00008
12366,51.6347,45,.7607 001045,260.4761,99.5059,5.756915,0026,81029,81083.9,949484,.2573079,+57608-,+21087-3 0,999
12368,81030  A,92,293.86407013,.19885641,+32937-4,+11354-2,999,063.3923,334.3307,0545986,249.3605,104.7033,15.40433242,00007
12369,62.7819,06,.9175 003165,113.2407,47.7326,6.425711,0320,81030,81102.0,418047,.6239375,+40258-,+20150-3 0,999
12371,81025C,24,283.33956836,.00000054,00000-0,00000-0,999,8.0365,303.5899,0055732,309.6384,49.7830,1.01332553,2080
12372,98.5098,05,.1548 003676,290.7752,95.9154,4.500624,1427,78026EQ,24283.8,881458,.0000065,00000-,45202-3 0,999
12374,78026ER,89,361.43116671,.13216488,+11000-5,+28820-1,999,098.6508,174.8620,0021812,330.0482,031.6289,15.97723918,46978
12375,98.9678,31,.7209 000958,219.0703,37.3517,6.044550,4151,81031A,24283.0,782843,.0000036,00000-,00000-0 0,999
12377,81031  B,81,105.63036521,.12927233,+38173-4,+18210-3,999,062.8497,225.6172,0055710,116.1778,244.3037,16.38962819,00233
12378,62.7837,16,.1140 001383,110.5929,49.6002,6.589452,0271,81026,81116.3,765976,.0451030,+51923-,+17682-2 0,999
12380,81026  E,81,188.01429766,.00124342,+00000-0,+08537-4,999,070.3571,037.6304,0017699,011.3341,348.7944,15.86574554,01534
12381,70.3214,40,.9840 001524,271.4724,88.7470,6.464504,2401,81026,81108.5,491826,.0939496,+18395-,+18795-1 0,999
12383,81030  D,93,180.19725662,.45744294,+35100-4,+25166-3,999,063.5442,110.6070,0152619,248.4204,110.3419,16.29939440,01200
12384,67.1839,14,.3855 635932,12.3083,47.9868,2.035360,2358,81032,81110.4,247266,.0018433,+00000-,+18568-4 0,999
12386,81032  B,81,103.66053010,.20805307,+96401-5,+26819-3,999,072.8542,347.2506,0034150,073.7803,286.7203,16.42823649,00100
12388,82.8646,0,.4273 060991,170.3786,90.9744,4.217889,8369,81033B,15192.9,184244,.2404530,-12285-,13476-3 0,999
12390,77097 CP,81,125.40856894,.09854708,+55526-4,+80473-3,999,051.6155,186.5326,0004076,212.2886,147.7891,16.39018473,20728
12391,51.6139,91,.9266 000549,034.1828,25.9549,6.348799,1497,77097 C,81112.9,660955,.0192353,+49062-,+38738-2 0,999
12393,77097 CS,81,108.85432345,.01954605,+00000-0,+51081-2,999,051.6273,274.0441,0003974,219.5738,140.8828,15.94187768,20464
12394,51.6254,88,.2339 000277,335.1252,24.9529,5.876410,0726,77097 C,81124.3,417530,.0318263,+54195-,+74347-3 0,999
12396,81027  D,81,162.60224268,.00049361,-47397-4,+36648-2,999,047.1366,231.5551,7332943,022.3202,357.6719,02.24147421,00189
12397,47.0706,13,.7560 733874,039.4945,01.8019,2.243272,0334,77097 C,81175.5,835361,.1553137,+57175-,+16997-3 0,999
12399,81034  A,81,104.42585921,.00095709,+31152-5,+15153-3,999,040.3358,249.3707,0009190,248.0645,111.7494,16.02948953,00031
12400,70.3760,09,.4643 003994,187.7782,72.6651,5.600125,0199,81035,81113.5,271437,.1860729,+16497-,+29046-3 0,999
12402,81036  A,81,118.20519910,.00107264,+17051-5,+16988-3,999,072.8492,351.9833,0099160,058.4337,302.7006,15.94782406,00188
12403,72.8233,13,.4448 001898,076.9925,84.0467,6.513996,0052,80022C,24284.1,358709,.0002834,00000-,79063-2 0,999
12405,79013  C,82,225.09646190,.03298710,+15151-4,+13656-2,999,054.8500,123.3636,0005126,097.9652,264.0163,16.22492465,14742
12406,65.8853,43,.8220 181167,105.7315,75.0051,0.916727,3238,80047,81118.0,931320,.0288529,+00000-,+26428-1 0,999
12408,80047  G,81,117.91996292,.01827214,+00000-0,+25441-1,999,074.0342,094.0604,0019613,239.0790,120.8499,15.56598685,04980
12409,64.7609,39,.0926 001214,82.6879,77.5562,3.905519,0712,81032,81113.0,006503,.0932548,+89760-,+70333-3 0,999
12411,81032  E,81,118.19119734,.09171107,+90999-5,+28941-3,999,072.8445,309.8415,0016847,071.2725,289.8656,16.43158511,00334
12412,74.0040,96,.1276 002377,251.6546,08.2086,5.603692,4965,80047,81123.4,501356,.1542735,+11606-,+14382-1 0,999
12414,80047  K,81,116.93749675,.02197891,+00000-0,+26969-1,999,073.9881,096.1176,0025706,262.2474,097.5825,15.59777306,04965
12415,74.0239,96,.1483 002088,245.2712,14.6332,5.573309,4965,80047,81117.9,954327,.0212789,+00000-,+25795-1 0,999
12417,81032  F,81,112.93803812,.09677880,+90558-5,+38852-3,999,072.8379,323.5350,0044009,095.4145,265.2598,16.37437888,00249
12419,51.6204,64,.5176 000400,204.2015,55.6909,5.833992,7211,81039,81117.7,270321,.1555831,+57004-,+25862-3 0,999
12421,81039  C,81,116.55224498,.03368455,+54768-4,+68929-3,999,051.6022,244.5696,0025820,080.4370,279.9312,16.29303243,00023
12422,73.9662,79,.3773 002099,217.6584,42.3160,6.146373,5081,81040,81131.3,912294,.0016693,+33057-,+16741-3 0,999
12424,81040  B,81,126.31778781,.22731189,+16734-4,+34207-3,999,070.3806,011.2206,0017270,063.4874,296.8132,16.47212708,00128
12425,72.8349,08,.5359 001463,355.5450,04.5570,6.437023,0460,81036,81118.9,665675,.0014660,+22494-,+16988-3 0,999
12427,78026ET,24,283.34206472,.00015419,00000-0,48163-2,999,99.1124,55.5786,0110400,326.3923,60.9165,14.37391653,28317
12428,72.9208,00,.1202 015096,313.1429,45.7241,5.664565,0526,81037,81140.2,728322,.0692581,+33055-,+10329-3 0,999
12430,81035  C,81,297.57513148,.06859760,+15565-4,+22865-3,999,070.3436,229.1894,0012778,234.6653,125.3097,16.43437464,03026
12431,70.3468,53,.3509 001169,272.1445,87.8449,6.399231,0851,81035,81124.3,444917,.0033373,+00000-,+30892-2 0,999
12433,81035  F,81,120.10250282,-.00022800,+00000-0,-12495-3,999,070.3302,004.3077,0136663,098.9481,262.6513,15.67093949,00229
12434,64.9516,62,.6230 001198,273.9844,85.9975,6.448850,0039,81037D,24283.8,394655,.0000004,00000-,37580-4 0,999
12436,77097 CW,81,205.32520755,.05944841,+06613-5,+07256-4,999,051.6038,123.4565,0005255,284.1061,075.9379,16.43095589,22003
12437,51.6006,25,.2132 000356,331.5886,28.4950,6.513530,1703,77097 C,81130.5,408401,.0013549,+00000-,+69886-3 0,999
12439,77097 CZ,81,182.45310028,.01164692,+03257-5,+08962-4,999,051.6122,247.7307,0007010,353.4972,006.7682,16.19862366,21634
12440,51.6186,49,.3570 000766,269.9869,05.4075,5.825436,0846,77097 D,81137.3,574476,.0015897,+00000-,+69886-3 0,999
12442,81041A,24,283.80638507,.00000967,00000-0,36416-3,999,74.0551,48.5897,0008926,66.2476,293.9611,14.32782258,26783
12443,74.0536,17,.1495 000310,123.3854,36.7596,4.355350,7092,77097 D,81190.5,231931,.0216024,+04250-,+01772-4 0,999
12445,80098B,24,283.36999927,.00010622,00000-0,21513-2,999,23.6429,4.8591,4131046,1.3228,359.5121,7.07924723,2022
12446,63.0499,98,.2754 564564,284.2866,21.9428,4.577530,6744,80081F,24283.7,260771,.0000004,00000-,00000-0 0,999
12448,81040  C,81,139.47178399,.05426143,+16459-4,+35475-3,999,070.3797,332.5469,0014872,011.9436,349.3718,16.40094456,00340
12449,70.3652,50,.2610 008598,351.8564,08.1235,6.249168,0244,81040,81135.0,661905,.3518747,+16058-,+46870-2 0,999
12451,81040  F,81,133.67035542,.04112450,+15278-4,+13238-2,999,070.3863,349.7820,0021808,017.4676,342.7295,16.25266295,00246
12452,70.3814,50,.1675 001756,044.9313,15.3341,6.453877,0244,80047,81146.7,271732,.0408544,+00000-,+16296-1 0,999
12454,81042  A,81,135.70953110,.00161850,+47877-5,+49714-3,999,051.6327,136.1171,0055678,143.1543,217.3308,15.88673438,00016
12455,51.6235,29,.2312 000990,079.6962,80.5186,6.499568,0036,81043A,24283.8,873383,.0000046,00000-,24862-3 0,999
12457,81043B,24,283.85536070,.00000574,00000-0,32714-3,999,81.2739,58.5141,0065530,203.9863,155.8251,14.07513231,22824
12458,89.8560,97,.3972 001348,200.1830,22.4030,3.232014,9510,80047,81135.1,705258,.0005349,+00000-,+10533-2 0,999
12460,81044  B,82,107.77633277,.32361032,-81953-5,+45221-2,999,090.0907,031.2219,0018974,309.6251,050.6439,16.42502562,05100
12461,64.8440,40,.6282 014072,106.8880,54.7777,6.105553,0473,81045,81141.7,913364,.1691911,+33250-,+20259-3 0,999
12463,81045  C,81,139.85329418,.76494376,+30856-4,+21448-1,999,064.8734,084.4356,0100234,064.4713,296.6581,16.15312442,00021
12464,81.1682,25,.3334 000879,245.4669,14.5613,6.337530,5806,81046B,24284.1,473985,.0002618,00000-,94324-3 0,999
12466,81047  A,81,154.25274318,.00001547,+00000-0,+19387-4,999,070.3925,024.5749,0039267,188.5692,171.3506,15.59816263,00201
12467,70.3585,32,.1585 001945,050.6711,09.8361,6.422253,0151,81047,81143.0,118389,.0615408,+14889-,+30500-2 0,999
12469,81048  A,81,155.26573503,.04756554,-95982-5,+15483-2,999,082.3273,358.5203,0008458,222.7282,137.3352,16.26022279,00210
12470,82.3181,10,.1514 000657,358.6311,01.4563,6.444761,0051,80104E,24283.5,455517,.0000031,00000-,00000-0 0,999
12472,81049A,24,283.62354722,-.00000007,00000-0,00000-0,999,10.4678,319.8397,0003625,261.3628,261.1981,1.00333485,11667
12473,28.0959,74,.2015 062356,246.8292,02.8441,4.954355,1217,81050A,24283.9,790601,.0000023,00000-,00000+0 0,999
12475,81039  D,81,146.57810204,.18518143,+54688-4,+33363-2,999,051.5824,083.2297,0007970,240.6901,119.3423,16.31622112,00507
12476,51.6077,47,.7889 000705,247.3514,13.6471,6.350923,1945,77097 D,81255.0,606366,.0280319,+54160-,+65597-3 0,999
12478,77097 DF,81,201.89196456,.05897663,+05352-5,+00070-4,999,051.6055,149.5207,0003357,265.0663,094.9994,16.35742760,21938
12479,51.6278,59,.4325 000664,182.9887,83.7650,6.308118,1908,80047,81170.6,699962,.1238160,+15722-,+64936-2 0,999
12481,80047  S,81,168.40954369,.08071919,+59806-6,+13498-1,999,074.0249,342.9336,0021653,257.9858,101.8955,16.02250273,05762
12482,74.0100,18,.9805 001900,242.8665,17.0701,5.584373,7345,80047,81156.2,582257,.0170343,+00000-,+15799-1 0,999
12484,80047  V,81,166.06394822,.13640959,+96023-6,+13683-1,999,073.9265,347.7353,0020017,268.7970,091.0972,16.10467754,05726
12485,73.9555,48,.7500 002082,262.5413,97.3432,6.168603,5719,80047,81162.6,397513,.0004606,+00000-,+39739-3 0,999
12487,80047  Y,81,164.95869838,.12969128,+54797-5,+64210-2,999,073.9881,350.3779,0026692,236.4020,123.4665,16.19828044,05710
12488,51.6176,66,.9900 000760,012.2880,48.7564,6.324653,2677,77097 D,81279.9,907757,.0974680,+56529-,+26130-3 0,999
12490,80047  Z,81,160.17296251,.02054632,+00000-0,+12581-1,999,074.0460,001.5827,0025462,217.9316,141.9903,15.76677700,05634
12491,46.2526,69,.6659 004169,129.4753,30.9892,6.383837,0126,81051,81156.8,917977,.0846125,+48708-,+89260-3 0,999
12493,77097 DK,81,251.47628479,.07632870,+56934-4,+20052-3,999,051.6176,251.9282,0006754,131.7083,228.5253,16.45360861,22723
12494,26.6183,16,.7131 786850,214.3671,51.9323,1.604415,0134,81052,81184.0,116971,.0137856,+04900-,+09646-4 0,999
12496,81052  B,81,158.10153251,.08466734,+25582-4,+45086-3,999,067.1378,076.5719,0055541,074.8247,285.9090,16.33777489,00056
12497,23.9237,67,.5990 335019,136.2679,55.7976,8.611850,2327,81047,81328.8,246351,.0974063,+06589-,+03649-5 0,999
12499,81047  E,81,160.03002474,.10315820,+23392-5,+16607-1,999,070.3494,008.4502,0046422,262.0898,097.5046,16.01099875,00292
12500,82.3050,58,.0176 000870,226.1996,33.8578,6.303631,0217,81048,81160.1,686609,.0629644,-97392-,+15442-3 0,999
12502,81048  E,81,155.58271377,.01373301,-30372-5,+15483-2,999,082.3032,358.2008,0100472,330.0559,029.4991,15.99583232,00215
12503,82.3144,56,.5600 006445,326.2989,33.4206,6.176902,0238,81053A,24283.6,711291,.0000016,00000-,15458-3 0,999
12505,81047  F,81,180.04698764,.00270746,+00000-0,+19620-2,999,070.3864,313.7467,0028315,147.4592,212.8746,15.72649032,00605
12506,70.3779,96,.4319 001315,288.0761,71.9028,6.169290,0700,81047,81216.5,378826,.0286528,+05077-,+03410-4 0,999
12508,81053B,24,283.85435888,.00000203,00000-0,19144-3,999,82.9584,323.8410,0036065,294.4554,65.2842,13.76540222,18275
12509,73.9855,53,.2779 002260,264.9090,94.9576,6.153230,5687,80047 A,81162.6,283306,.0024498,+00000-,+15032-2 0,999
12511,80047 AC,81,163.95105937,.00268554,+00000-0,+10171-2,999,073.9961,352.4379,0038492,204.7775,171.1285,15.86247776,05693
12512,62.1441,76,.9446 020308,269.6688,19.7322,6.253424,2453,81054,81177.9,335054,.4485104,+39223-,+50779-3 0,999
12514,81054  C,81,174.56288667,.18046828,+38768-4,+32311-3,999,062.8161,204.0059,0023870,114.8292,246.1430,16.45212396,00231
12515,62.8178,23,.8867 010474,123.1879,37.9369,6.039491,0151,65048,81240.0,908619,.0098010,+00000-,+00027-1 0,999
12517,81055  A,81,180.93759349,.00237074,-32126-5,+10722-3,999,082.3488,019.9447,0014850,090.9731,269.3259,16.21772078,00221
12518,82.3463,31,.8423 001025,306.0376,54.3555,6.534504,0057,81054E,99120.1,169775,.9999999,+10255-,+77763-3 0,999
12520,81056  A,81,183.25334822,.00166195,+00000-0,+09434-3,999,070.3978,050.8318,0042532,178.2946,182.3033,15.60252380,00232
12521,70.3961,58,.4255 001798,047.3562,12.9183,6.387210,0181,81056,81171.8,191701,.0062897,+13519-,+21589-4 0,999
12523,81056  D,81,171.13993014,.01379612,+14353-4,+93115-3,999,070.3632,083.2562,0090968,079.7448,281.4011,16.07640115,00044
12524,70.3485,59,.8463 004081,052.3058,08.3602,6.293294,0172,81056,81172.1,393138,.0090453,+15114-,+15979-3 0,999
12526,81056  G,81,173.11971375,.01890922,+14855-4,+53779-3,999,070.4151,077.5116,0097338,038.0473,322.7569,16.15912592,00076
12527,02.0639,48,.8902 003867,91.0566,26.2608,2.380271,7580,76077DH,24284.2,607507,.0000002,00000-,60136-3 0,999
12529,76077DJ,24,283.70292565,.00001758,00000-0,22652-1,999,103.5291,97.2231,0906225,283.4888,66.6803,11.23270479,76278
12530,02.4910,59,.3327 012673,328.2717,96.3949,2.270337,761,76077DL,24282.9,461378,.0000004,00000-,83255-3 0,999
12532,76077DM,24,283.83588297,.00003776,00000-0,15578-1,999,102.1260,228.7447,0245843,62.9425,356.0275,12.76396590,30223
12533,01.6965,53,.4441 008180,4.1917,69.1394,2.469939,7955,76077DP,24283.8,716312,.0000019,00000-,18240-2 0,999
12535,76077DQ,24,283.97128698,.00000032,00000-0,10150-2,999,102.2668,291.7133,0401029,87.8539,307.5322,11.66309238,99174
12536,01.9107,85,.4322 052155,167.4402,23.7368,1.779321,8128,76077DS,24283.1,143064,.0000004,00000-,87384-3 0,999
12538,76077DT,24,283.53865277,.00000075,00000-0,13026-2,999,102.7835,18.4865,0198653,218.4414,151.9262,12.05710490,95822
12539,01.6657,68,.0521 036108,84.9502,40.0318,2.770274,5118,76077DV,24283.5,234953,.0000017,00000-,15117-2 0,999
12541,76077DW,92,130.59200152,.22520446,+00000-0,+0155401,999,102.2178,011.4373,0028546,190.6058,169.5493,15.73850516,58862
12542,01.8707,55,.9042 006111,20.1309,40.5877,2.522841,105,76067BA,24281.3,644068,.0000199,00000-,71052-2 0,999
12544,81057A,24,283.63141830,.00000037,00000-0,00000-0,999,11.3188,323.3894,0026614,359.6382,356.8046,0.98722223,11776
12545,8.4510,02,.0217 002844,212.2054,70.5216,1.000509,1623,81057C,24283.4,223548,.0000175,00000-,89721-3 0,999
12547,81058A,00,246.08608394,.99999999,54480-5,12422-2,999,062.7295,148.1770,0225157,208.6685,149.7226,16.15124381,14246
12548,62.8051,05,.0382 002192,126.6449,33.9669,6.429933,0608,81058,81209.8,807910,.0652600,+08800-,+07139-4 0,999
12550,81021  B,81,173.24704735,.14467153,+31821-4,+18418-2,999,064.9700,072.4176,0015361,258.3982,101.8561,16.35075389,01743
12551,64.9685,26,.3055 003333,23.6137,36.6447,3.905281,1590,81021,81200.2,327387,.0673191,+03817-,+03745-5 0,999
12553,81059A,24,283.89004328,.00000432,00000-0,23437-3,999,98.8806,343.2527,0010788,223.2490,136.7838,14.17595406,23756
12554,89.1953,90,.5862 000536,232.1809,34.1507,4.730839,1819,,,,,,,
12555,89.2233,33,.9588 004041,253.0193,06.6438,3.827055,4416,81060,92152.0,391019,.0001929,+00000-,+51372-3 0,999
12557,81060  B,81,216.85252409,.08923325,+09529-5,+08725-4,999,062.7894,333.6366,0033977,115.2139,245.3186,16.36873245,00647
12558,62.8172,25,.4942 004907,117.0758,43.5382,6.368665,0430,81059B,24283.8,405050,.0001311,00000-,28135-2 0,999
12560,81059C,24,283.87355237,.00012118,00000-0,26477-2,999,98.9442,353.2745,0002305,73.6863,17.5754,14.57944894,26757
12561,62.2478,14,.7405 032974,052.3918,24.3486,5.866411,8731,81057,91016.0,934709,.1216989,-13240-,+62443-3 0,999
12563,81060  D,92,154.75992377,.61466275,+33000-4,+32211-3,999,063.5621,246.9604,0282669,246.7299,111.1763,16.00584213,00346
12564,7.9844,98,.5948 000229,48.7971,37.2199,1.002280,2333,81061,81177.5,942291,.4452787,+56914-,+59258-3 0,999
12566,81061  C,81,178.76204884,.05738887,+55884-4,+33101-3,999,051.6175,272.4076,0007407,242.5360,118.7256,16.41729815,00034
12567,82.3596,14,.0925 000672,322.0895,37.9931,6.435010,0301,81055,81181.1,888436,.1100786,+07876-,+07500-4 0,999
12569,81055  E,81,182.07600079,.21098705,+03489-6,+08605-3,999,082.3408,018.6794,0056979,326.7752,033.0300,16.21616173,00239
12570,82.3715,18,.5443 004840,321.2859,38.5599,6.329299,0241,81062,81196.1,124610,.0000035,+00000-,+02916-6 0,999
12572,81062  B,81,195.43483766,.07643705,+05628-5,+03359-4,999,070.3813,066.9201,0008871,035.8549,323.8502,16.42705154,00210
12573,70.3766,28,.8476 001506,295.1533,64.1200,6.310676,0696,81056,81346.4,953870,.2133339,+06586-,+09755-4 0,999
12575,81056  K,81,239.58095722,.06956483,+09705-5,+04547-3,999,070.3673,253.3624,0002742,238.3784,121.6309,16.30773163,01121
12576,70.4082,02,.0701 005942,059.4658,01.2258,6.153125,0017,81063,81197.0,736837,.0011200,+01595-,+07724-4 0,999
12578,81063  B,81,188.66167275,.08165367,+08021-6,+09465-4,999,082.2891,047.8315,0011708,047.2525,312.9810,16.39367485,00086
12579,67.1363,48,.5521 012255,081.1227,80.3821,6.150720,0475,76077DY,24281.3,800587,.0000008,00000-,22511-2 0,999
12581,76077DZ,24,283.63004839,.00000065,00000-0,15018-2,999,102.4867,211.3223,0381908,54.6622,63.8134,11.70220517,99340
12582,89.8398,48,.0831 003435,337.0326,22.9426,4.628877,1977,81064,81203.3,240992,.0000399,+00000-,+06117-5 0,999
12584,81064  B,81,198.70233212,.05088095,+01452-6,+02815-4,999,072.8216,091.4606,0014991,066.3036,293.9798,16.62490845,00164
12585,97.5341,16,.8840 000930,32.9325,27.2502,5.458548,6358,81065B,24284.1,919948,.0001639,00000-,70044-3 0,999
12588,81066  A,81,225.32474876,.01068894,+00955-5,+05357-4,999,064.8915,057.3953,0124952,072.7725,288.7048,16.11962700,00464
12589,64.9137,51,.3354 004718,064.2117,96.6191,6.366800,0056,81062,81353.8,811204,.0934840,+06749-,+00207-4 0,999
12591,81062  E,81,250.49672825,.22031245,+15825-4,+19860-2,999,070.3731,276.3351,0004189,280.2847,079.7914,16.38794343,01071
12592,70.4482,64,.8167 007873,159.0485,01.3992,6.065078,0231,81062,81234.3,851792,.0983088,+02516-,+05349-3 0,999
12594,81063  C,81,213.67552683,.07080292,+05622-6,+00584-4,999,082.2928,018.7030,0011881,238.8906,121.1230,16.44296265,00489
12595,82.3002,37,.9310 002511,217.6467,42.3058,6.070562,0225,81063,81203.0,103748,.1071784,+07681-,+03632-3 0,999
12597,81063  F,81,202.83362034,.07224389,+00119-5,+01910-4,999,082.2940,031.4476,0017456,218.1158,141.8907,16.40196419,00314
12598,82.3407,67,.4348 003563,204.1795,55.7792,5.739688,0201,81067,81200.0,477084,.0888748,+00063-,+06560-4 0,999
12600,81064  C,81,229.80391466,.03140034,+09377-7,+07339-3,999,072.8316,017.4862,0001274,215.8049,144.6685,16.01206398,00648
12601,72.8227,29,.1352 001778,315.6266,44.3454,6.284771,0957,81064,81341.6,764426,.0270759,+07663-,+09990-4 0,999
12603,81061  D,81,309.20792343,.00046154,+08204-5,+02115-3,999,046.8432,243.9665,7278405,036.6555,357.4482,02.32610893,00305
12604,46.3587,43,.3447 049655,029.1759,33.6343,5.400862,1438,80021,81216.9,818135,.0487425,+03524-,+07034-3 0,999
12606,80021  D,81,220.16647277,.01780592,+05052-6,+09391-3,999,064.9495,091.5334,0135263,150.6669,210.2169,15.76572800,00301
12607,64.9583,53,.8822 003854,228.6256,31.1650,5.973702,0470,80021,81207.3,326961,.0062502,+00000-,+09063-3 0,999
12609,80021  G,81,234.64007906,.00189636,+00000-0,+09080-3,999,065.0144,043.6816,0058894,238.2105,121.3350,15.62885094,00571
12610,65.0130,37,.1767 001479,226.3250,33.6674,5.619741,0123,80021,81233.1,559471,.0434147,+06654-,+01549-3 0,999
12612,80021  K,81,226.25063395,.25119662,+02131-5,+04218-3,999,064.9651,070.3163,0026529,250.4309,109.4009,16.31138802,00438
12613,64.9910,25,.9212 002853,211.6467,50.2214,6.096231,0145,81068,81223.2,900839,.0000740,+00000-,+09592-5 0,999
